剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,网络节点数,网络边数估计,二值网络密度,平均边权,最大边权,发言轮次,场次数,角色数,角色列表,页数,字符数,文件路径,主角色关系,角色关系集合,主主题,主题集合,闭环ID集合,叙事结构线集合,波动型集合,关系演化结局集合,主闭环ID,主叙事结构线,主波动型,主关系演化结局,公案戏得分,家庭戏得分,江湖戏得分,历史戏得分,神怪戏得分,网络计算方法,数据说明
70805104,大闹天宫,历史戏,55.5,0.0742,0.4548,45,163,0.1646,0.4508,1.0,539,11,45,孙悟空；李长庚；玉帝；李天王；众猴；虾将；敖广；蟹将；龟丞相；众水族；敖闰；马王；天喜；众仙吏；众人；四健将；小猴甲；小猴乙；众小猴；小猴丙；小猴丁；小猴戊；小猴己；小猴庚；五小猴；监副；监正；孙悟；四云童；赵天君；众神将；哪吒；四小猴；众仙女；二童子；风火童；二郎神；老君；六甲；计都；四天君；巨灵；电神；月孛；八小猴,24,27209,70805000/70805104_大闹天宫.pdf,权力关系,权力关系|冲突关系,政治权力,政治权力|战争武略|善恶转化|恩怨报偿|公案冤狱,loop-026|loop-024|loop-032|loop-030|loop-033|loop-049|loop-058|loop-055,后峰型|前锋型|多峰型|中峰型,后峰-末端清算|前锋-开端突发|后峰-结尾爆发|多峰-连战递进|中峰-中段审判|中峰-中段征战|后峰-后段反转|后峰-压轴报偿,主从归顺|君臣尽忠|功名显达|权谋败露|敌对和解|善恶翻转|阵营转投,loop-026,后峰型,后峰-末端清算,主从归顺,0,3,2,71,28,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70805105,响马传,历史戏,58.3,0.1178,0.4047,40,200,0.2564,0.4595,1.0,768,13,40,秦琼；程咬金；尤俊达；徐世芳；秦母；朱能；单雄信；徐勣；杨林；侯君集；樊虎；连明；邓芳；徐亮；齐彪；李豹；王伯当；谢映登；魏征；罗成；王君可；史大奈；秦安；秦妻；尚怀忠；宋强；陶旺；王周；八军士；走马；旗牌甲；衙役；旗牌乙；酒保；探子；二衙役；禁卒；衙役甲；众太保；兵士,36,40251,70805000/70805105_响马传.pdf,亲属关系,亲属关系|冲突关系|权力关系,家庭亲情,家庭亲情|战争武略|恩怨报偿|政治权力|礼教品格,loop-002|loop-000|loop-009|loop-010|loop-004|loop-048|loop-054|loop-032,后峰型|平稳型|多峰型|中峰型,后峰-终局和解|平稳-循环回归|多峰-恩怨反复|后峰-压轴报偿|中峰-中段伦理压迫|多峰-连战递进|后峰-结尾爆发,亲情牺牲|亲缘团圆|宗族复位|名节昭彰|敌对消灭|复仇完成|功名显达,loop-002,后峰型,后峰-终局和解,亲情牺牲,6,39,28,60,2,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70805106,西门豹,家庭戏,55.1,0.1293,0.3965,32,174,0.3508,0.3687,1.0,995,1,32,西门豹；翟璜；崔泽；崔承；陶母；陶姝；大巫；三老；神差；小巫；百姓甲；百姓乙；百姓丙；老妇；廷掾；里正；乡绅；众人；郑兴；四小巫；郑婉；陶化成；韩广；众百姓；老农；众差役；大神差；四神差；众神差；赵成；陶妹；贫妇,36,46616,70805000/70805106_西门豹.pdf,亲属关系,亲属关系,家庭亲情,家庭亲情|恩怨报偿|礼教品格,loop-002|loop-000|loop-009|loop-010|loop-004,后峰型|平稳型|多峰型|中峰型,后峰-终局和解|平稳-循环回归|多峰-恩怨反复|后峰-压轴报偿|中峰-中段伦理压迫,亲情牺牲|亲缘团圆|宗族复位|名节昭彰,loop-002,后峰型,后峰-终局和解,亲情牺牲,2,34,0,29,18,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70805901,李逵探母,家庭戏,38.88,0.1487,0.401,15,36,0.3429,0.4338,0.9999,512,13,15,李逵；李母；李鬼；刘氏；李达；李云；八捕快；八兵丁；朱富；朱贵；众百姓；秦太公；小院子；众捕快；白胜,21,28325,70805000/70805901_李逵探母.pdf,亲属关系,亲属关系|同盟关系,家庭亲情,家庭亲情|恩怨报偿|战争武略|礼教品格|除暴侠义,loop-002|loop-000|loop-011|loop-009|loop-003|loop-040|loop-043,后峰型|平稳型|多峰型|中峰型,后峰-终局和解|平稳-循环回归|后峰-末端清算|多峰-恩怨反复|平稳-低振守常|中峰-中段征战,亲情牺牲|亲缘团圆|宗族复位|代际和解|义助功成|阵营转投,loop-002,后峰型,后峰-终局和解,亲情牺牲,7,103,80,36,11,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901101,单刀会·训子,历史戏,22.37,0.3417,0.5819,5,8,0.8,0.4271,0.8442,63,1,5,关羽；关平；周仓；黄文；中军,4,3812,70901000/70901101_单刀会·训子.pdf,亲属关系,亲属关系|同盟关系|权力关系,战争武略,战争武略|家庭亲情|礼教品格|政治权力|除暴侠义,loop-002|loop-000|loop-004|loop-005|loop-039|loop-047|loop-042|loop-030,后峰型|平稳型|中峰型|多峰型|前锋型,后峰-终局和解|平稳-循环回归|中峰-中段伦理压迫|后峰-迟来显义|多峰-连战递进|后峰-末端清算|前锋-早峰回落,亲情牺牲|亲缘团圆|宗族复位|同盟破裂|结义同心|义助功成|主从归顺,loop-039,多峰型,多峰-连战递进,同盟破裂,0,40,21,79,0,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901102,单刀会·刀会,历史戏,25.59,0.4716,0.3802,4,6,1.0,0.4716,0.9998,161,1,4,关羽；鲁肃；周仓；中军,6,7249,70901000/70901102_单刀会·刀会.pdf,权力关系,权力关系|亲属关系|冲突关系,战争武略,战争武略|家庭亲情|政治权力|礼教品格|恩怨报偿,loop-030|loop-031|loop-024|loop-025|loop-002|loop-005|loop-011|loop-048,多峰型|中峰型|前锋型|后峰型,多峰-连战递进|中峰-中段征战|前锋-开端突发|中峰-中段计谋|后峰-终局和解|后峰-迟来显义|后峰-末端清算,主从归顺|权谋败露|君臣尽忠|权力更替|亲情牺牲|宗族复位|亲缘团圆|敌对消灭,loop-030,多峰型,多峰-连战递进,主从归顺,0,13,14,74,0,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901103,昊天塔·激良,历史戏,22.99,0.4779,0.2691,4,6,1.0,0.4779,0.8037,82,1,4,孟良；杨延昭；岳胜；中军,4,4748,70901000/70901103_昊天塔·激良.pdf,亲属关系,亲属关系|同盟关系|冲突关系,战争武略,战争武略|家庭亲情|除暴侠义|善恶转化|恩怨报偿,loop-002|loop-000|loop-011|loop-009|loop-039|loop-044|loop-049|loop-052,后峰型|平稳型|多峰型|中峰型,后峰-终局和解|平稳-循环回归|后峰-末端清算|多峰-恩怨反复|多峰-连战递进|后峰-压轴报偿|中峰-中段征战,亲情牺牲|亲缘团圆|宗族复位|同盟破裂|君臣尽忠|敌对和解|复仇完成,loop-002,后峰型,后峰-终局和解,亲情牺牲,1,44,19,53,14,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901104,昊天塔·会兄,家庭戏,23.49,0.4672,0.4624,4,5,0.8333,0.5607,0.9978,105,1,4,杨延德；杨延昭；老僧；萧天佐,4,5015,70901000/70901104_昊天塔·会兄.pdf,亲属关系,亲属关系|冲突关系,家庭亲情,家庭亲情|战争武略|恩怨报偿|礼教品格|善恶转化,loop-000|loop-001|loop-010|loop-011|loop-004|loop-048|loop-054|loop-058,平稳型|前锋型|后峰型|中峰型|多峰型,平稳-循环回归|前锋-先决裂后修补|后峰-压轴报偿|后峰-末端清算|中峰-中段伦理压迫|多峰-连战递进|多峰-恩怨反复|后峰-后段反转,亲缘团圆|代际和解|名节昭彰|亲情牺牲|敌对消灭|复仇完成|善恶翻转,loop-000,平稳型,平稳-循环回归,亲缘团圆,3,53,5,32,9,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901105,义侠记·打虎,江湖戏,24.45,0.3884,0.6461,5,6,0.6,0.6474,1.0,116,1,5,武松；酒保；四猎户；众猎户；猎户,5,5457,70901000/70901105_义侠记·打虎.pdf,同盟关系,同盟关系|亲属关系|权力关系,除暴侠义,除暴侠义|家庭亲情|战争武略|礼教品格|忠义家国,loop-042|loop-043|loop-040|loop-041|loop-037|loop-001|loop-003|loop-008,前锋型|中峰型|后峰型|平稳型|多峰型,前锋-早峰回落|中峰-中段征战|后峰-结尾爆发|后峰-压轴报偿|前锋-先决裂后修补|平稳-低振守常|多峰-连战递进,义助功成|阵营转投|同盟破裂|代际和解|名节昭彰,loop-042,前锋型,前锋-早峰回落,义助功成,1,20,206,14,6,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901106,一种情·冥勘,家庭戏,21.71,0.5458,0.4664,4,6,1.0,0.5458,0.9939,71,1,4,炳灵公；鬼判；何兴娘；土司,3,3527,70901000/70901106_一种情·冥勘.pdf,婚恋关系,婚恋关系|亲属关系|审判与恩怨关系,婚恋姻缘,婚恋姻缘|家庭亲情|公案冤狱|文人世情|善恶转化,loop-014|loop-012|loop-016|loop-017|loop-023|loop-002|loop-072|loop-067,多峰型|中峰型|前锋型|后峰型,多峰-离合循环|中峰-中段离合|前锋-先决裂后修补|后峰-终局和解|多峰-连环误会|中峰-中段审判|后峰-后段反转,夫妻重圆|婚恋成全|贞节守义|亲情牺牲|世情讽喻|因果报应,loop-014,多峰型,多峰-离合循环,夫妻重圆,23,64,0,28,14,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901107,千金记·别姬,历史戏,20.6,0.5584,0.5804,4,6,1.0,0.5584,0.9995,43,1,4,项羽；虞姬；韩信；钟离昧,3,3132,70901000/70901107_千金记·别姬.pdf,权力关系,权力关系|冲突关系|亲属关系,战争武略,战争武略|政治权力|家庭亲情|恩怨报偿|除暴侠义,loop-030|loop-031|loop-026|loop-024|loop-049|loop-055|loop-051|loop-002,多峰型|中峰型|后峰型|前锋型,多峰-连战递进|中峰-中段征战|后峰-末端清算|前锋-开端突发|后峰-压轴报偿|前锋-早峰回落|后峰-终局和解,主从归顺|权谋败露|君臣尽忠|敌对和解|阵营转投|亲情牺牲,loop-030,多峰型,多峰-连战递进,主从归顺,0,14,12,65,2,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901109,南西厢记·惠明下书,历史戏,27.71,0.3276,0.389,9,23,0.6389,0.5128,0.9999,138,1,9,惠明；张生；长老；崔莺莺；红娘；崔母；众喽啰；众僧人；孙飞虎,6,6787,70901000/70901109_南西厢记·惠明下书.pdf,婚恋关系,婚恋关系|亲属关系,婚恋姻缘,婚恋姻缘|家庭亲情|文人世情|礼教品格|恩怨报偿,loop-013|loop-014|loop-015|loop-016|loop-022|loop-002|loop-005|loop-011,后峰型|多峰型|平稳型|前锋型,后峰-终局和解|多峰-离合循环|平稳-循环回归|前锋-先决裂后修补|前锋-先误判后澄清|后峰-迟来显义|后峰-末端清算,婚恋错失|夫妻重圆|礼法压服|亲情牺牲|宗族复位|亲缘团圆,loop-013,后峰型,后峰-终局和解,婚恋错失,0,36,20,56,3,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901115,宝剑记·夜奔,江湖戏,14.49,0.0,0.0,1,0,0.0,0.0,0.0,2,1,1,林冲,3,2473,70901000/70901115_宝剑记·夜奔.pdf,亲属关系,亲属关系|权力关系|同盟关系,家庭亲情,家庭亲情|战争武略|礼教品格|政治权力|恩怨报偿,loop-002|loop-000|loop-004|loop-005|loop-010|loop-030|loop-024|loop-041,后峰型|平稳型|中峰型|多峰型|前锋型,后峰-终局和解|平稳-循环回归|中峰-中段伦理压迫|后峰-迟来显义|后峰-压轴报偿|多峰-连战递进|前锋-开端突发|后峰-结尾爆发,亲情牺牲|亲缘团圆|宗族复位|名节昭彰|主从归顺|君臣尽忠|阵营转投,loop-002,后峰型,后峰-终局和解,亲情牺牲,1,20,63,24,16,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901117,清忠谱·五人义,历史戏,36.34,0.193,0.4577,21,73,0.3476,0.5551,1.0,193,1,21,颜佩韦；周文元；沈阳；马杰；杨念如；刘羽仪；王节；周顺昌；毛一鹭；中军；吴知县；陈知县；苏州知府；二大校尉；杨念书；马杰众；四龙套；众百姓；大校尉甲；丑校尉；大校尉,9,10123,70901000/70901117_清忠谱·五人义.pdf,亲属关系,亲属关系|权力关系|同盟关系,家庭亲情,家庭亲情|礼教品格|政治权力|忠义家国|战争武略,loop-000|loop-001|loop-005|loop-003|loop-008|loop-024|loop-028|loop-031,平稳型|前锋型|后峰型|多峰型|中峰型,平稳-循环回归|前锋-先决裂后修补|后峰-迟来显义|平稳-低振守常|多峰-连战递进|前锋-开端突发|后峰-压轴报偿|中峰-中段征战,亲缘团圆|代际和解|宗族复位|名节昭彰|君臣尽忠|主从归顺|权谋败露,loop-000,平稳型,平稳-循环回归,亲缘团圆,16,32,6,37,5,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901118,麒麟阁·三挡,历史戏,23.94,0.2222,0.3539,8,14,0.5,0.4444,0.7535,72,1,8,秦琼；杨林；祝方；上官仪；程咬金；贺方；众兵；兵甲,4,3817,70901000/70901118_麒麟阁·三挡.pdf,冲突关系,冲突关系|权力关系|同盟关系,战争武略,战争武略|政治权力|恩怨报偿|除暴侠义|忠义家国,loop-050|loop-048|loop-054|loop-055|loop-051|loop-030|loop-024|loop-029,后峰型|多峰型|前锋型,后峰-结尾爆发|多峰-连战递进|多峰-恩怨反复|后峰-压轴报偿|前锋-早峰回落|前锋-开端突发,复仇完成|敌对消灭|阵营转投|敌对和解|主从归顺|君臣尽忠|权谋败露,loop-050,后峰型,后峰-结尾爆发,复仇完成,0,16,16,92,3,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
70901130,琼林宴·阳审,公案戏,29.16,0.2816,0.4536,11,29,0.5273,0.5341,1.0,164,1,11,包拯；吴氏；范锦；穆伦；穆忠宝；王朝；马汉；众衙役；刀斧手；土地；土地婆,6,7254,70901000/70901130_琼林宴·阳审.pdf,审判与恩怨关系,审判与恩怨关系|亲属关系|权力关系,公案冤狱,公案冤狱|家庭亲情|战争武略|恩怨报偿|政治权力,loop-072|loop-060|loop-065|loop-063|loop-002|loop-011|loop-034|loop-032,中峰型|后峰型|多峰型,中峰-中段审判|后峰-末端清算|多峰-恩怨反复|后峰-终局和解|多峰-审断反复|后峰-结尾爆发,世情讽喻|冤案昭雪|因果报应|恶人受惩|亲情牺牲|亲缘团圆|功名显达,loop-072,中峰型,中峰-中段审判,世情讽喻,115,50,11,56,3,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
